type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,month_added
Movie,Michelle Wolf: Joke Show,Lance Bangs,United States,2019-12-10,2019,TV-MA,60 min,Stand-Up Comedy,2019,December
Movie,Middle Men,George Gallo,United States,2020-06-10,2009,R,113 min,"Comedies, Dramas, Independent Movies",2020,June
Movie,Middle School: The Worst Years of My Life,Steve Carr,"United States, Cambodia",2019-03-03,2016,PG,92 min,"Children & Family Movies, Comedies",2019,March
TV Show,Middleditch & Schwartz,Ryan Polito,United States,2020-04-21,2020,TV-MA,1 Season,TV Comedies,2020,April
Movie,Midnight at the Magnolia,Maxwell McGuire,Canada,2020-11-05,2020,TV-G,87 min,"Comedies, Romantic Movies",2020,November
TV Show,Midnight Diner,Unknown,Japan,2020-06-01,2014,TV-MA,3 Seasons,"International TV Shows, TV Dramas",2020,June
TV Show,Midnight Diner: Tokyo Stories,Unknown,Japan,2019-10-31,2019,TV-MA,2 Seasons,"International TV Shows, TV Dramas",2019,October
TV Show,Midnight Misadventures With Mallika Dua,Unknown,India,2019-04-01,2018,TV-14,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",2019,April
Movie,Midnight Special,Jeff Nichols,"United States, Greece",2020-09-07,2016,PG-13,112 min,"Action & Adventure, Sci-Fi & Fantasy",2020,September
TV Show,Mighty Express,Unknown,"United States, Canada",2020-09-22,2020,TV-Y,1 Season,Kids' TV,2020,September
Movie,Mighty Express: A Mighty Christmas,Clint Butler,Canada,2020-12-05,2020,TV-Y,26 min,Children & Family Movies,2020,December
TV Show,Mighty Little Bheem,Unknown,Unknown,2020-09-25,2020,TV-Y,3 Seasons,"Kids' TV, TV Comedies",2020,September
TV Show,Mighty Little Bheem: Diwali,Unknown,India,2019-10-18,2019,TV-Y,1 Season,"Kids' TV, TV Comedies",2019,October
TV Show,Mighty Little Bheem: Festival of Colors,Unknown,India,2020-03-05,2020,TV-Y,1 Season,"Kids' TV, TV Comedies",2020,March
TV Show,Mighty Little Bheem: Kite Festival,Unknown,India,2021-01-08,2021,TV-Y,1 Season,"Kids' TV, TV Comedies",2021,January
TV Show,Mighty Morphin Alien Rangers,Unknown,Unknown,2016-01-01,1996,TV-Y7,1 Season,Kids' TV,2016,January
TV Show,Mighty Morphin Power Rangers,Unknown,"United States, Japan",2016-01-01,2010,TV-Y7,4 Seasons,Kids' TV,2016,January
Movie,Mighty Raju Rio Calling,"Rajiv Chilaka, Anirban Majumder, Alka Amarkant Dubey",India,2020-04-01,2014,TV-Y7,97 min,"Children & Family Movies, Sports Movies",2020,April
Movie,Mike Birbiglia: My Girlfriend's Boyfriend,Seth Barrish,United States,2020-05-02,2013,TV-14,76 min,Stand-Up Comedy,2020,May
Movie,Mike Birbiglia: Thank God for Jokes,"Seth Barrish, Mike Birbiglia",United States,2017-02-28,2017,TV-MA,71 min,Stand-Up Comedy,2017,February
Movie,Mike Birbiglia: The New One,Seth Barrish,United States,2019-11-26,2019,TV-MA,86 min,Stand-Up Comedy,2019,November
Movie,Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,Unknown,United States,2019-11-22,2008,TV-MA,56 min,Stand-Up Comedy,2019,November
Movie,Mike Epps: Don't Take It Personal,L. Frazier,United States,2015-12-18,2015,TV-MA,60 min,Stand-Up Comedy,2015,December
Movie,Mike Epps: Only One Mike,Kevin Bray,United States,2019-06-25,2019,TV-MA,63 min,Stand-Up Comedy,2019,June
Movie,Milada,David Mrnka,"Czech Republic, United States",2018-01-12,2017,TV-14,124 min,"Dramas, International Movies",2018,January
Movie,Mile 22,Peter Berg,"United States, China, Colombia",2020-11-01,2018,R,94 min,Action & Adventure,2020,November
Movie,Milea,"Fajar Bustomi, Pidi Baiq",Indonesia,2020-06-13,2020,TV-14,100 min,"Dramas, International Movies, Romantic Movies",2020,June
Movie,Miles Davis: Birth of the Cool,Stanley Nelson,United States,2020-03-06,2019,TV-MA,115 min,"Documentaries, Music & Musicals",2020,March
Movie,MILF,Axelle Laffont,"France, Belgium",2020-07-16,2018,TV-MA,102 min,"Comedies, International Movies, Romantic Movies",2020,July
Movie,Milk,Gus Van Sant,United States,2017-02-16,2008,R,128 min,"Dramas, Independent Movies, LGBTQ Movies",2017,February
TV Show,Millennials,Unknown,Argentina,2019-11-05,2019,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2019,November
TV Show,Million Dollar Beach House,Unknown,United States,2020-08-26,2020,TV-MA,1 Season,Reality TV,2020,August
TV Show,Million Pound Menu,Unknown,United Kingdom,2019-08-27,2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Reality TV",2019,August
TV Show,Million Yen Women,Unknown,Japan,2017-08-15,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2017,August
TV Show,Mind Game,Unknown,Singapore,2017-06-01,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",2017,June
Movie,MindGamers,Andrew Goth,Austria,2020-01-15,2017,R,99 min,"International Movies, Sci-Fi & Fantasy, Thrillers",2020,January
Movie,Mindhorn,Sean Foley,United Kingdom,2017-05-12,2017,TV-MA,88 min,"Comedies, Cult Movies, Independent Movies",2017,May
TV Show,MINDHUNTER,Unknown,United States,2019-08-16,2019,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",2019,August
Movie,Mine,"Fabio Guaglione, Fabio Resinaro","United States, Spain, Italy",2019-02-28,2016,TV-14,106 min,"Dramas, International Movies, Thrillers",2019,February
Movie,Mine 9,Eddie Mensore,United States,2020-04-06,2019,TV-MA,83 min,"Dramas, Independent Movies",2020,April
TV Show,Minecraft: Story Mode,Unknown,"United States, Sweden",2018-11-27,2015,TV-PG,1 Season,Kids' TV,2018,November
TV Show,Miniforce,Unknown,Unknown,2017-06-01,2016,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",2017,June
TV Show,Miniforce X,Unknown,South Korea,2019-10-01,2018,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",2019,October
Movie,Minimalism: A Documentary About the Important Things,Matt D'Avella,United States,2019-11-04,2016,TV-14,78 min,Documentaries,2019,November
Movie,Minnaminugu the FireFly,Anil Thomas,India,2018-08-01,2017,TV-14,128 min,"Dramas, International Movies",2018,August
TV Show,Minute to Win It,Unknown,United States,2018-12-15,2013,TV-PG,1 Season,Reality TV,2018,December
Movie,Miracle,Gavin O'Connor,"Canada, United States",2018-06-01,2004,PG,136 min,"Children & Family Movies, Dramas, Sports Movies",2018,June
Movie,Miracle in Cell No. 7,Mehmet Ada Öztekin,Turkey,2020-03-13,2019,TV-14,132 min,"Dramas, International Movies",2020,March
TV Show,Miraculous: Tales of Ladybug & Cat Noir,Thomas Astruc,"France, South Korea, Japan",2020-02-01,2019,TV-Y7,5 Seasons,"Kids' TV, TV Action & Adventure",2020,February
Movie,Mirage,Oriol Paulo,Spain,2019-03-22,2018,TV-MA,129 min,"Dramas, International Movies, Sci-Fi & Fantasy",2019,March
Movie,Mirai,Mamoru Hosoda,Japan,2020-06-01,2018,PG,98 min,"Action & Adventure, Anime Features, Children & Family Movies",2020,June
Movie,Miranda Sings Live…Your Welcome,Marcus Raboy,United States,2019-06-04,2019,TV-14,62 min,Stand-Up Comedy,2019,June
Movie,Mirror Mirror,Tarsem Singh,"United States, Canada",2020-04-24,2012,PG,106 min,"Children & Family Movies, Comedies",2020,April
Movie,Mirzya,Rakeysh Omprakash Mehra,India,2017-02-20,2016,TV-MA,129 min,"Dramas, International Movies, Music & Musicals",2017,February
TV Show,Misaeng,Unknown,South Korea,2019-08-08,2014,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",2019,August
Movie,Mischief,Emcy Joseph,India,2020-04-15,2019,TV-PG,120 min,"Comedies, Dramas, International Movies",2020,April
Movie,Misfit,Erwin van den Eshof,Netherlands,2019-08-03,2017,TV-14,81 min,"Children & Family Movies, Comedies, International Movies",2019,August
Movie,Misfit 2,Erwin van den Eshof,Netherlands,2020-02-01,2019,TV-G,82 min,"Children & Family Movies, Comedies, International Movies",2020,February
TV Show,Mismatched,Unknown,India,2020-11-20,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2020,November
Movie,Miss Americana,Lana Wilson,United States,2020-01-31,2020,TV-MA,85 min,"Documentaries, Music & Musicals",2020,January
TV Show,Miss Culinary,Unknown,Unknown,2019-11-19,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2019,November
TV Show,Miss Dynamite,Unknown,Mexico,2018-05-05,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2018,May
Movie,Miss Hokusai,Keiichi Hara,Japan,2017-10-01,2015,PG-13,90 min,Anime Features,2017,October
TV Show,Miss in Kiss,Unknown,Taiwan,2016-12-08,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2016,December
Movie,Miss India,Narendra Nath,India,2020-11-04,2020,TV-PG,136 min,"Dramas, International Movies",2020,November
Movie,Miss J Contemplates Her Choice,Jason Lai,Singapore,2018-12-20,2014,TV-MA,89 min,"Dramas, International Movies, Thrillers",2018,December
Movie,Miss Julie,Liv Ullmann,"Norway, United Kingdom, France, Ireland",2015-09-02,2014,PG-13,130 min,"Dramas, International Movies",2015,September
Movie,Miss Me This Christmas,Kenny Young,United States,2017-12-19,2017,TV-14,85 min,Romantic Movies,2017,December
TV Show,Miss Panda & Mr. Hedgehog,Unknown,South Korea,2016-12-15,2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2016,December
Movie,Miss Representation,Jennifer Siebel Newsom,United States,2017-10-20,2011,NR,90 min,Documentaries,2017,October
TV Show,Miss Rose,Unknown,Taiwan,2016-08-01,2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2016,August
Movie,Miss Sharon Jones!,Barbara Kopple,United States,2017-01-07,2015,TV-MA,94 min,"Documentaries, Music & Musicals",2017,January
Movie,Miss Stevens,Julia Hart,United States,2016-12-19,2016,NR,86 min,"Dramas, Independent Movies",2016,December
Movie,Miss Virginia,R.J. Daniel Hanna,United States,2020-02-16,2019,TV-MA,102 min,"Dramas, Independent Movies",2020,February
Movie,Mission Blue,"Robert Nixon, Fisher Stevens","United States, Bermuda, Ecuador",2014-08-15,2014,TV-PG,94 min,Documentaries,2014,August
Movie,Mission Control: The Unsung Heroes of Apollo,David Fairhead,"United States, United Kingdom",2017-08-13,2017,TV-14,100 min,Documentaries,2017,August
Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Apoorva Lakhia,India,2019-05-16,2008,TV-MA,119 min,"Action & Adventure, International Movies, Music & Musicals",2019,May
Movie,Mission of Honor,David Blair,"United Kingdom, Poland",2019-07-29,2018,TV-MA,107 min,"Action & Adventure, Dramas",2019,July
Movie,Mission: Destroy Love,Osman Ali,Malaysia,2017-08-07,2014,TV-PG,93 min,"Comedies, International Movies, Romantic Movies",2017,August
Movie,Mississippi Grind,"Anna Boden, Ryan Fleck",United States,2018-07-26,2015,R,109 min,"Dramas, Independent Movies",2018,July
Movie,Mitt,Greg Whiteley,United States,2014-01-24,2014,TV-PG,93 min,Documentaries,2014,January
Movie,Mo Amer: The Vagabond,Stan Lathan,United States,2018-10-09,2018,TV-MA,57 min,Stand-Up Comedy,2018,October
Movie,Mo Gilligan: Momentum,Chris Howe,United Kingdom,2019-09-30,2019,TV-MA,64 min,Stand-Up Comedy,2019,September
TV Show,Mob Psycho 100,Unknown,Japan,2018-05-22,2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",2018,May
TV Show,Mobile Suit Gundam UC,Unknown,Japan,2018-09-20,2014,TV-PG,1 Season,"Anime Series, International TV Shows",2018,September
TV Show,Mobile Suit Gundam: Iron-Blooded Orphans,Unknown,Japan,2019-11-01,2016,TV-14,2 Seasons,"Anime Series, International TV Shows",2019,November
Movie,Modest Heroes: Ponoc Short Films Theatre,"Hiromasa Yonebayashi, Yoshiyuki Momose, Akihiko Yamashita",Japan,2020-05-22,2018,PG,54 min,"Anime Features, Children & Family Movies",2020,May
TV Show,Moesha,Unknown,United States,2020-08-01,2000,TV-PG,6 Seasons,"TV Comedies, Teen TV Shows",2020,August
Movie,Moh Maya Money,Munish Bhardwaj,India,2017-05-01,2016,TV-MA,109 min,"Dramas, Independent Movies, International Movies",2017,May
Movie,Mohamed Hussein,Muhammad Ali,Egypt,2020-12-20,2019,TV-14,96 min,"Comedies, International Movies",2020,December
Movie,Mohawk,Ted Geoghegan,United States,2018-06-30,2017,TV-MA,92 min,"Action & Adventure, Horror Movies, Independent Movies",2018,June
Movie,Mohenjo Daro,Ashutosh Gowariker,India,2018-08-02,2016,TV-14,168 min,"Action & Adventure, Dramas, International Movies",2018,August
Movie,Mojave,William Monahan,United States,2018-07-26,2015,R,93 min,"Dramas, Independent Movies, Thrillers",2018,July
Movie,Mokalik (Mechanic),Kunle Afolayan,Nigeria,2019-09-01,2019,TV-14,100 min,"Dramas, International Movies",2019,September
TV Show,Molang,Unknown,France,2019-07-01,2015,TV-Y,1 Season,Kids' TV,2019,July
Movie,Molly's Game,Aaron Sorkin,"China, Canada, United States",2020-04-01,2017,R,141 min,Dramas,2020,April
Movie,Mom,Ravi Udyawar,India,2018-08-21,2017,TV-14,139 min,"Dramas, International Movies, Thrillers",2018,August
TV Show,Momo Salon,Unknown,South Korea,2017-07-01,2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",2017,July
Movie,Moms at War,Omoni Oboli,Nigeria,2020-04-13,2018,TV-14,92 min,"Comedies, Dramas, International Movies",2020,April
Movie,Mona Lisa Smile,Mike Newell,United States,2019-01-01,2003,PG-13,119 min,Dramas,2019,January
TV Show,Monarca,Unknown,Mexico,2021-01-01,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2021,January
Movie,Money,Martin Rosete,"United States, Spain",2017-10-15,2016,R,84 min,Thrillers,2017,October
TV Show,Money for Nothing,Unknown,Unknown,2019-07-12,2015,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",2019,July
Movie,Money Heist: The Phenomenon,"Pablo Lejarreta, Luis Alfaro",Spain,2020-04-03,2020,TV-MA,57 min,"Documentaries, International Movies",2020,April
Movie,Money Talks,Brett Ratner,United States,2019-11-01,1997,R,96 min,"Action & Adventure, Comedies",2019,November
Movie,Money Trap,Yılmaz Erdoğan,Turkey,2019-04-26,2019,TV-MA,122 min,"Comedies, Dramas, International Movies",2019,April
TV Show,MONKART,Unknown,Unknown,2019-10-18,2017,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",2019,October
TV Show,Monkey Planet,Unknown,United Kingdom,2017-03-31,2014,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",2017,March
TV Show,Monkey Twins,Unknown,Thailand,2018-09-02,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",2018,September
Movie,Monkey Up,Robert Vince,Canada,2016-03-19,2016,PG,83 min,"Children & Family Movies, Comedies",2016,March
Movie,Monopoly (The Bank Of Luck),Ahmed El Gendy,Egypt,2019-06-15,2017,TV-MA,117 min,"Comedies, International Movies",2019,June
Movie,Monster Family,Holger Tappe,"Germany, United Kingdom",2018-04-04,2017,PG,93 min,Children & Family Movies,2018,April
Movie,Monster High 13 Wishes,Steve Sacks,United States,2018-03-01,2013,TV-Y7,73 min,Children & Family Movies,2018,March
Movie,"Monster High: Boo York, Boo York",William Lau,United States,2015-09-29,2015,TV-Y7,72 min,"Children & Family Movies, Music & Musicals",2015,September
Movie,Monster High: Electrified,Avgousta Zourelidi,Unknown,2020-02-15,2017,TV-Y,72 min,Movies,2020,February
Movie,Monster High: Escape from Skull Shores,"Steve Ball, Andrew Duncan",United States,2018-01-01,2012,TV-Y7,46 min,Children & Family Movies,2018,January
Movie,Monster High: Freaky Fusion,"William Lau, Sylvain Blais",United States,2018-01-30,2014,TV-Y7,74 min,Children & Family Movies,2018,January
Movie,Monster High: Friday Night Frights,Dustin McKenzie,United States,2018-01-01,2013,TV-Y7,46 min,Children & Family Movies,2018,January
Movie,Monster High: Fright On!,"Victor Dal Chele, Alfred Gimeno",United States,2018-01-01,2011,TV-Y7,46 min,Children & Family Movies,2018,January
Movie,"Monster High: Frights, Camera, Action!",William Lau,United States,2018-01-01,2014,TV-Y7,74 min,Children & Family Movies,2018,January
Movie,Monster High: Ghouls Rule,"Mike Fetterly, Steve Sacks",United States,2018-03-01,2012,TV-Y7,71 min,Children & Family Movies,2018,March
Movie,Monster High: Great Scarrier Reef,William Lau,United States,2017-10-01,2016,TV-Y7,72 min,Children & Family Movies,2017,October
Movie,Monster High: Haunted,"Dan Fraga, William Lau",United States,2018-03-24,2015,TV-Y7,76 min,Children & Family Movies,2018,March
Movie,Monster High: New Ghoul at School,"Audu Paden, Eric Radomski",United States,2017-10-01,2010,TV-Y7,23 min,Children & Family Movies,2017,October
Movie,"Monster High: Scaris, City of Frights","Dustin McKenzie, Andrew Duncan, Audu Paden",United States,2015-07-07,2013,TV-G,60 min,Children & Family Movies,2015,July
Movie,Monster High: Why Do Ghouls Fall in Love?,"Dustin McKenzie, Steve Sacks",United States,2018-01-01,2013,TV-Y7,46 min,Children & Family Movies,2018,January
Movie,Monster House,Gil Kenan,United States,2020-12-01,2006,PG,91 min,"Children & Family Movies, Comedies",2020,December
Movie,Monster Island,Leopoldo Aguilar,"India, Mexico",2017-12-01,2017,TV-Y7,81 min,Children & Family Movies,2017,December
TV Show,Monster Math Squad,Unknown,Canada,2020-05-15,2012,TV-Y,2 Seasons,Kids' TV,2020,May
Movie,Monster-in-Law,Robert Luketic,"United States, Germany",2020-01-01,2005,PG-13,101 min,"Comedies, Romantic Movies",2020,January
Movie,Monsters: Dark Continent,Tom Green,United Kingdom,2020-01-10,2014,R,119 min,"Action & Adventure, Dramas, Independent Movies",2020,January
TV Show,Monthly Girls' Nozaki Kun,Unknown,Japan,2020-05-01,2014,TV-PG,1 Season,"Anime Series, Romantic TV Shows",2020,May
TV Show,Monty Don's French Gardens,Rachel Bell,United Kingdom,2019-07-26,2013,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows",2019,July
TV Show,Monty Don's Italian Gardens,Unknown,United Kingdom,2019-07-26,2011,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows",2019,July
Movie,Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones",United Kingdom,2019-01-02,1975,PG,92 min,"Action & Adventure, Classic Movies, Comedies",2019,January
TV Show,Monty Python Best Bits (mostly),Unknown,United Kingdom,2018-10-02,2014,TV-MA,1 Season,"British TV Shows, Docuseries, TV Comedies",2018,October
Movie,Monty Python Conquers America,Will Yapp,Unknown,2018-10-02,2008,TV-MA,55 min,Documentaries,2018,October
Movie,"Monty Python Live (Mostly): One Down, Five to Go",Eric Idle,United Kingdom,2018-10-02,2014,TV-MA,137 min,Comedies,2018,October
Movie,Monty Python: Before the Flying Circus,Will Yapp,United Kingdom,2018-10-02,2000,TV-MA,56 min,"Comedies, Documentaries",2018,October
Movie,Monty Python: Live at Aspen,Unknown,United States,2018-10-02,1998,TV-MA,58 min,"Comedies, Documentaries",2018,October
